ID,Frequency,InstlmentMode,LoanStatus,PaymentMode,BranchID,Area,Tenure,AssetCost,AmountFinance,DisbursalAmount,EMI,DisbursalDate,MaturityDAte,AuthDate,AssetID,ManufacturerID,SupplierID,LTV,SEX,AGE,MonthlyIncome,City,State,ZiPCODE,Top-up Month
22258,Quatrly,Arrear,Closed,ECS,38,NELLORE,36,619000,506625,506625,54669,18-05-2016,10-05-2019,18-05-2016,20279074,1046,29587,81.85,M,49,41666.67,CUDDAPAH,ANDHRA PRADESH,516003,36-48 Months
22259,Monthly,Arrear,Closed,Direct Debit,38,NELLORE,36,664000,450000,450000,16029,19-05-2016,10-05-2019,19-05-2016,20291213,1046,29587,65.36,M,38,25000,CUDDAPAH,ANDHRA PRADESH,516126,No Top-up Service
22260,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,36,609000,499238,499238,54645,25-05-2016,10-05-2019,25-05-2016,20367338,1046,29587,81.98,M,55,37500,CUDDAPAH,ANDHRA PRADESH,516257,No Top-up Service
22261,Quatrly,Arrear,Closed,ECS,38,NELLORE,36,664000,451567,451567,46873,28-05-2016,10-05-2019,28-05-2016,20398601,1046,29587,60.95,M,25,25000,CUDDAPAH,ANDHRA PRADESH,516175,No Top-up Service
22262,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,36,664000,351271,351271,36821,28-05-2016,10-04-2019,28-05-2016,20408089,1046,29587,47.36,M,27,45833.33,CUDDAPAH,ANDHRA PRADESH,516355,36-48 Months
22265,Quatrly,Advance,Closed,ECS,38,NELLORE,39,609000,400000,400000,4500,21-06-2016,10-05-2019,21-06-2016,20709382,1046,29587,64.94,M,51,83333.33,CUDDAPAH,ANDHRA PRADESH,516359,36-48 Months
22266,Quatrly,Advance,Closed,SI Reject,38,NELLORE,33,664000,452357,452357,4500,21-06-2016,10-11-2018,21-06-2016,20711426,1046,29587,67.45,M,39,83333.33,CUDDAPAH,ANDHRA PRADESH,516360,No Top-up Service
22267,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,24,609000,401071,401071,59120,22-06-2016,10-05-2018,22-06-2016,20721440,1046,29587,56.15,F,29,83333.33,CUDDAPAH,ANDHRA PRADESH,516127,36-48 Months
22268,Quatrly,Arrear,Closed,SI Reject,38,NELLORE,36,619000,320000,320000,33878,28-06-2016,10-06-2019,28-06-2016,20800088,1046,29587,46.22,M,44,50000,CUDDAPAH,ANDHRA PRADESH,516268,No Top-up Service
22269,Quatrly,Arrear,Closed,ECS,38,NELLORE,36,664000,450000,450000,44849,30-06-2016,10-05-2019,30-06-2016,20826730,1046,29587,67.77,M,68,50000,CUDDAPAH,ANDHRA PRADESH,516110,No Top-up Service
22270,Quatrly,Arrear,Closed,ECS,38,NELLORE,36,619000,441534,441534,45022,26-07-2016,10-06-2019,26-07-2016,21154442,1046,29587,64.06,M,29,101666.67,CUDDAPAH,ANDHRA PRADESH,516126,36-48 Months
22272,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,48,619000,480000,480000,43768,30-07-2016,10-06-2020,30-07-2016,21206828,1046,29587,77.54,M,60,50000,CUDDAPAH,ANDHRA PRADESH,516215,No Top-up Service
22273,Quatrly,Arrear,Active,Direct Debit,38,NELLORE,36,669000,451814,451814,48040,31-07-2016,05-08-2019,31-07-2016,21260019,1046,29587,60.35,M,34,41666.67,CUDDAPAH,ANDHRA PRADESH,516339,18-24 Months
22274,Quatrly,Arrear,Closed,ECS,38,NELLORE,36,635000,406389,406389,41413,12-08-2016,10-07-2019,12-08-2016,21374076,1060,67904,64,M,51,50000,CUDDAPAH,ANDHRA PRADESH,516003,36-48 Months
22275,Quatrly,Arrear,Active,ECS,38,NELLORE,30,675000,301102,301102,35646,31-08-2016,10-01-2019,31-08-2016,21641613,1187,89813,44.61,M,29,50000,CUDDAPAH,ANDHRA PRADESH,516233,36-48 Months
22276,Quatrly,Arrear,Active,Direct Debit,38,NELLORE,36,664000,451501,451501,47364,20-09-2016,10-08-2019,20-09-2016,21884432,1046,29587,68,M,23,96000,CUDDAPAH,ANDHRA PRADESH,516107,30-36 Months
22277,Monthly,Arrear,Closed,ECS,38,NELLORE,24,609000,250000,250000,11873,21-09-2016,10-09-2018,21-09-2016,21899480,1046,29587,39.1,M,47,50000,CUDDAPAH,ANDHRA PRADESH,516108,No Top-up Service
22278,Quatrly,Arrear,Closed,ECS,38,NELLORE,36,609000,500000,500000,54163,27-09-2016,10-09-2019,27-09-2016,21959422,1046,29587,82.1,M,59,50000,CUDDAPAH,ANDHRA PRADESH,516128,30-36 Months
22279,Half Yearly,Arrear,Closed,ECS,38,NELLORE,36,685000,431579,431579,88702,30-09-2016,10-06-2019,30-09-2016,22008463,1187,89813,50.06,M,29,50000,CUDDAPAH,ANDHRA PRADESH,516310,No Top-up Service
22280,Half Yearly,Arrear,Closed,ECS,38,NELLORE,36,630000,421615,421615,88595,30-09-2016,10-08-2019,30-09-2016,22075936,1060,126178,52.86,M,32,41666.67,CUDDAPAH,ANDHRA PRADESH,516359,24-30 Months
22281,Half Yearly,Arrear,Closed,ECS,38,NELLORE,36,610000,360000,360000,77075,01-10-2016,10-09-2019,01-10-2016,22101324,1060,126178,59.02,F,57,41666.67,CUDDAPAH,ANDHRA PRADESH,516175,No Top-up Service
22282,Monthly,Arrear,Closed,Direct Debit,38,NELLORE,30,664000,351939,351939,13794,18-10-2016,10-04-2019,18-10-2016,22238297,1046,29587,50.93,M,40,50000,CUDDAPAH,ANDHRA PRADESH,516110,No Top-up Service
22283,Quatrly,Arrear,Closed,ECS,38,NELLORE,36,700000,463599,463599,47870,19-10-2016,10-09-2019,19-10-2016,22253343,1187,89813,59.39,M,45,51666.67,CUDDAPAH,ANDHRA PRADESH,516218,30-36 Months
22284,Quatrly,Arrear,Closed,ECS,38,NELLORE,24,664000,350000,350000,50124,20-10-2016,10-10-2018,20-10-2016,22265384,1046,29587,45.16,F,56,50000,CUDDAPAH,ANDHRA PRADESH,516127,No Top-up Service
22285,Quatrly,Arrear,Closed,ECS,38,NELLORE,36,810000,570000,570000,59280,24-10-2016,10-09-2019,24-10-2016,22313513,1187,89813,63.05,M,50,83333.33,CUDDAPAH,ANDHRA PRADESH,516227,No Top-up Service
22286,Quatrly,Arrear,Active,ECS,38,NELLORE,36,609000,401381,401381,40850,31-10-2016,10-09-2019,31-10-2016,22396873,1046,29587,65.91,M,25,54166.67,CUDDAPAH,ANDHRA PRADESH,516360,18-24 Months
22287,Half Yearly,Arrear,Closed,ECS,38,NELLORE,48,595000,443047,443047,72532,31-10-2016,10-07-2020,31-10-2016,22421030,1187,89813,62.27,M,39,50000,CUDDAPAH,ANDHRA PRADESH,516175,30-36 Months
22288,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,24,710000,200737,200737,29000,31-10-2016,05-10-2018,31-10-2016,22450507,1187,89813,24.19,M,39,50000,CUDDAPAH,ANDHRA PRADESH,516126,No Top-up Service
22289,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,12,664000,300000,300000,80929,01-12-2016,10-10-2017,01-12-2016,22825722,1046,29587,32.99,M,32,50000,CUDDAPAH,ANDHRA PRADESH,516128,24-30 Months
22290,Half Yearly,Arrear,Closed,Direct Debit,38,NELLORE,36,610000,436282,436282,89272,01-12-2016,10-08-2019,01-12-2016,22827660,1187,89813,56.89,F,51,50000,CUDDAPAH,ANDHRA PRADESH,516175,No Top-up Service
22291,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,36,1076000,402346,402346,41204,07-12-2016,05-10-2019,07-12-2016,22877486,1187,89813,37.39,M,41,50000,CUDDAPAH,ANDHRA PRADESH,516126,No Top-up Service
22292,Quatrly,Arrear,Active,ECS,38,NELLORE,36,664000,451767,451767,47200,31-01-2017,10-01-2020,31-01-2017,23575938,1046,29587,60.93,M,32,105916.67,CUDDAPAH,ANDHRA PRADESH,516126,30-36 Months
22293,Quatrly,Arrear,Closed,ECS,38,NELLORE,12,664000,301018,301018,81660,31-01-2017,10-01-2018,31-01-2017,23596734,1046,29587,33.04,F,36,41666.67,CUDDAPAH,ANDHRA PRADESH,516311,30-36 Months
22294,Half Yearly,Arrear,Closed,Direct Debit,38,NELLORE,48,600000,462036,462036,76600,31-01-2017,10-11-2020,31-01-2017,23618899,1187,89813,64.24,M,24,50000,CUDDAPAH,ANDHRA PRADESH,516432,No Top-up Service
22295,Monthly,Arrear,Closed,Direct Debit,38,NELLORE,36,1050000,560000,560000,19960,13-02-2017,05-02-2020,13-02-2017,23740522,1046,29587,51.43,M,64,41666.67,CUDDAPAH,ANDHRA PRADESH,516218,No Top-up Service
22296,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,36,664000,462409,462409,48314,15-02-2017,05-02-2020,15-02-2017,23754961,1046,29587,62.36,M,38,41666.67,CUDDAPAH,ANDHRA PRADESH,516233,No Top-up Service
22297,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,36,664000,466826,466826,48100,28-02-2017,10-02-2020,28-02-2017,23946997,1046,29587,63.06,M,32,50000,CUDDAPAH,ANDHRA PRADESH,516107,No Top-up Service
22298,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,24,690000,250724,250724,36300,28-02-2017,10-02-2019,28-02-2017,23950365,1187,89813,36.34,F,33,50000,CUDDAPAH,ANDHRA PRADESH,516310,No Top-up Service
22299,Half Yearly,Arrear,Active,ECS,38,NELLORE,48,540000,453768,453768,79840,20-03-2017,10-01-2021,20-03-2017,24193792,1046,29587,84.03,M,41,41666.67,CUDDAPAH,ANDHRA PRADESH,516359,No Top-up Service
22300,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,24,609000,300000,300000,43755,28-03-2017,10-03-2019,28-03-2017,24285637,1046,29587,49.26,M,62,41666.67,CUDDAPAH,ANDHRA PRADESH,516172,No Top-up Service
22301,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,39,664000,520000,520000,57490,28-03-2017,10-07-2020,28-03-2017,24295986,1046,29587,78.31,M,55,41666.67,CUDDAPAH,ANDHRA PRADESH,516172,No Top-up Service
22303,Monthly,Arrear,Closed,Direct Debit,38,NELLORE,30,664000,450000,450000,17900,30-06-2017,10-12-2019,30-06-2017,25498252,1046,29587,67.77,F,52,41666.67,CUDDAPAH,ANDHRA PRADESH,516309,No Top-up Service
22304,Quatrly,Arrear,Closed,ECS,38,NELLORE,41,630000,463693,463693,50036,27-07-2017,10-01-2021,27-07-2017,25840018,1187,89813,65.66,M,45,41666.67,CUDDAPAH,ANDHRA PRADESH,516126,No Top-up Service
22305,Monthly,Arrear,Closed,ECS,38,NELLORE,24,585000,431497,431497,20830,29-08-2017,10-08-2019,29-08-2017,26265096,1046,29587,70.2,M,37,41666.67,CUDDAPAH,ANDHRA PRADESH,516003,24-30 Months
22306,Half Yearly,Arrear,Closed,ECS,38,NELLORE,36,660000,301145,301145,61845,31-08-2017,10-05-2020,31-08-2017,26305835,1187,89813,45.63,M,29,41666.67,CUDDAPAH,ANDHRA PRADESH,516359,No Top-up Service
22307,Quatrly,Arrear,Closed,ECS,38,NELLORE,24,614000,301259,301259,43630,31-08-2017,05-08-2019,31-08-2017,26343863,1046,29587,41.96,M,41,41666.67,CUDDAPAH,ANDHRA PRADESH,516162,No Top-up Service
22308,Half Yearly,Arrear,Closed,Direct Debit,38,NELLORE,36,550000,398025,398025,82170,31-08-2017,05-06-2020,31-08-2017,26355856,1187,89813,72.37,M,37,50000,CUDDAPAH,ANDHRA PRADESH,516359,No Top-up Service
22309,Half Yearly,Arrear,Active,Direct Debit,38,NELLORE,48,630000,482483,482483,79660,31-08-2017,05-06-2021,31-08-2017,26363298,1046,29587,76.58,M,54,41666.67,CUDDAPAH,ANDHRA PRADESH,516360,No Top-up Service
22310,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,24,576666,451695,451695,66575,07-09-2017,10-08-2019,07-09-2017,26383164,1187,89813,66.78,M,28,41666.67,CUDDAPAH,ANDHRA PRADESH,516268,No Top-up Service
22311,Half Yearly,Arrear,Closed,Direct Debit,38,NELLORE,36,620746,422257,422257,87425,11-09-2017,05-06-2020,11-09-2017,26432955,1046,29587,68.02,F,38,71666.67,CUDDAPAH,ANDHRA PRADESH,516163,30-36 Months
22312,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,24,620746,401588,401588,58465,11-09-2017,10-08-2019,11-09-2017,26432956,1046,29587,64.69,M,42,49708.33,CUDDAPAH,ANDHRA PRADESH,516203,24-30 Months
22313,Half Yearly,Arrear,Closed,Direct Debit,38,NELLORE,36,620746,301162,301162,62400,11-09-2017,05-06-2020,11-09-2017,26432856,1046,29587,48.52,M,31,41666.67,CUDDAPAH,ANDHRA PRADESH,516360,No Top-up Service
22314,Quatrly,Arrear,Closed,Direct Debit,38,NELLORE,36,561736,416720,416720,44478,11-09-2017,10-09-2020,11-09-2017,26432957,1046,29587,74.18,M,52,41666.67,CUDDAPAH,ANDHRA PRADESH,516269,No Top-up Service
